"日期","收市","開市","高","低","成交量","更改%"
"2012年5月17日","130.86","132.86","133.02","130.79","247.99M","-1.48%"
"2012年5月16日","132.83","133.94","134.55","132.80","207.27M","-0.38%"
"2012年5月15日","133.34","134.02","134.81","133.13","207.63M","-0.57%"
"2012年5月14日","134.11","134.31","135.61","133.91","163.91M","-1.11%"
"2012年5月11日","135.61","135.17","136.87","135.11","153.03M","-0.30%"
"2012年5月10日","136.02","136.68","136.85","135.71","150.60M","0.21%"
"2012年5月9日","135.74","135.10","136.61","134.49","220.78M","-0.59%"
"2012年5月8日","136.55","136.28","136.77","134.92","213.38M","-0.40%"
"2012年5月7日","137.10","136.51","137.56","136.46","127.77M","0.07%"
"2012年5月4日","137.00","138.51","139.30","136.92","193.93M","-1.62%"
"2012年5月3日","139.25","140.34","140.45","138.99","143.76M","-0.76%"
"2012年5月2日","140.32","139.92","140.46","139.46","121.08M","-0.30%"
"2012年5月1日","140.74","139.79","141.66","139.63","138.84M","0.62%"
"2012年4月30日","139.87","140.11","140.21","139.49","115.09M","-0.37%"
"2012年4月27日","140.39","140.58","140.79","139.80","124.64M","0.16%"
"2012年4月26日","140.16","138.89","140.32","138.81","136.29M","0.70%"
"2012年4月25日","139.19","138.65","139.25","138.53","150.25M","1.37%"
"2012年4月24日","137.31","136.91","137.66","136.80","137.48M","0.38%"
"2012年4月23日","136.79","136.54","136.91","135.94","171.84M","-0.84%"
"2012年4月20日","137.95","138.33","138.83","137.87","143.20M","0.17%"
"2012年4月19日","137.72","138.63","139.15","137.07","198.67M","-0.64%"
"2012年4月18日","138.61","138.46","139.08","138.38","123.88M","-0.34%"
"2012年4月17日","139.08","137.84","139.36","137.70","147.88M","1.48%"
"2012年4月16日","137.05","137.84","138.04","136.58","147.83M","-0.07%"
"2012年4月13日","137.14","138.47","138.82","137.01","169.25M","-1.19%"
"2012年4月12日","138.79","137.13","138.90","137.03","154.32M","1.31%"
"2012年4月11日","137.00","137.29","137.54","136.75","154.13M","0.81%"
"2012年4月10日","135.90","137.95","138.34","135.76","235.36M","-1.68%"
"2012年4月9日","138.22","138.03","139.84","137.84","127.56M","-1.12%"
"2012年4月5日","139.79","139.38","140.20","139.26","137.44M","-0.05%"
"2012年4月4日","139.86","140.22","140.34","139.34","146.90M","-0.99%"
"2012年4月3日","141.26","141.64","141.88","140.43","155.81M","-0.41%"
"2012年4月2日","141.84","140.64","142.21","140.36","151.74M","0.73%"
"2012年3月30日","140.81","140.92","141.05","140.05","135.49M","0.41%"
"2012年3月29日","140.23","139.64","140.49","139.09","164.96M","-0.17%"
"2012年3月28日","140.47","141.10","141.32","139.64","148.56M","-0.50%"
"2012年3月27日","141.17","141.74","141.83","141.08","119.87M","-0.31%"
"2012年3月26日","141.61","140.65","141.61","140.60","120.16M","1.40%"
"2012年3月23日","139.65","139.32","139.81","138.55","120.52M","0.32%"
"2012年3月22日","139.20","139.18","139.55","138.74","135.22M","-0.72%"
"2012年3月21日","140.21","140.52","140.65","139.92","122.39M","-0.16%"
"2012年3月20日","140.44","140.05","140.61","139.64","121.73M","-0.29%"
"2012年3月19日","140.85","140.21","141.28","140.11","125.29M","0.39%"
"2012年3月16日","140.30","140.36","140.48","140.00","152.89M","-0.30%"
"2012年3月15日","140.72","140.12","140.78","139.76","165.12M","0.58%"
"2012年3月14日","139.91","140.10","140.44","139.48","145.16M","-0.11%"
"2012年3月13日","140.06","138.32","140.13","138.09","184.09M","1.80%"
"2012年3月12日","137.58","137.55","137.76","137.09","104.00M","0.01%"
"2012年3月9日","137.57","137.30","137.93","137.13","122.84M","0.39%"
"2012年3月8日","137.04","136.52","137.32","136.24","116.97M","0.99%"
"2012年3月7日","135.69","135.06","135.91","134.93","143.69M","0.70%"
"2012年3月6日","134.75","135.35","135.43","134.36","202.13M","-1.46%"
"2012年3月5日","136.75","137.10","137.20","136.28","140.76M","-0.41%"
"2012年3月2日","137.31","137.64","137.82","137.00","120.64M","-0.30%"
"2012年3月1日","137.73","137.31","137.99","136.93","145.03M","0.52%"
"2012年2月29日","137.02","137.76","138.19","136.54","185.93M","-0.39%"
"2012年2月28日","137.56","137.20","137.72","136.93","129.36M","0.29%"
"2012年2月27日","137.16","136.02","137.53","135.80","145.73M","0.17%"
"2012年2月24日","136.93","136.93","137.20","136.63","105.54M","0.22%"
"2012年2月23日","136.63","135.96","136.73","135.50","137.70M","0.44%"
"2012年2月22日","136.03","136.26","136.55","135.79","124.46M","-0.32%"
"2012年2月21日","136.47","136.73","137.05","136.05","134.04M","0.04%"
"2012年2月17日","136.41","136.52","136.63","135.96","129.87M","0.26%"
"2012年2月16日","136.05","134.57","136.17","134.33","186.57M","1.11%"
"2012年2月15日","134.56","135.63","135.83","134.29","195.20M","-0.47%"
"2012年2月14日","135.19","135.00","135.27","134.25","166.00M","-0.13%"
"2012年2月13日","135.36","135.32","135.52","134.74","115.84M","0.74%"
"2012年2月10日","134.36","134.16","134.47","133.84","167.91M","-0.74%"
"2012年2月9日","135.36","135.41","135.59","134.56","148.60M","0.13%"
"2012年2月8日","135.19","134.86","135.22","134.31","139.36M","0.30%"
"2012年2月7日","134.79","134.17","135.02","133.64","135.53M","0.25%"
"2012年2月6日","134.45","133.98","134.51","133.83","107.69M","-0.07%"
"2012年2月3日","134.54","134.00","134.62","133.77","160.60M","1.40%"
"2012年2月2日","132.68","132.73","133.02","132.21","113.09M","0.16%"
"2012年2月1日","132.47","132.29","133.14","132.13","166.23M","0.88%"
"2012年1月31日","131.32","132.02","132.18","130.68","157.21M","-0.04%"
"2012年1月30日","131.37","130.51","131.44","130.06","147.31M","-0.34%"
"2012年1月27日","131.82","131.24","132.05","131.15","135.26M","-0.05%"
"2012年1月26日","131.88","133.15","133.40","131.36","184.88M","-0.51%"
"2012年1月25日","132.56","131.26","132.87","130.75","198.61M","0.84%"
"2012年1月24日","131.46","130.80","131.50","130.60","103.08M","-0.11%"
"2012年1月23日","131.61","131.51","132.25","130.98","129.30M","-0.26%"
"2012年1月20日","131.95","131.24","131.95","130.92","138.23M","0.37%"
"2012年1月19日","131.46","131.22","131.57","130.80","126.33M","0.53%"
"2012年1月18日","130.77","129.31","130.84","129.08","163.40M","1.11%"
"2012年1月17日","129.34","130.08","130.32","128.90","132.21M","0.39%"
"2012年1月13日","128.84","128.64","129.05","127.72","179.84M","-0.52%"
"2012年1月12日","129.51","129.57","129.70","128.54","118.98M","0.24%"
"2012年1月11日","129.20","128.73","129.37","128.52","111.54M","0.05%"
"2012年1月10日","129.13","129.39","129.65","128.95","115.28M","0.87%"
"2012年1月9日","128.02","128.00","128.18","127.41","99.53M","0.24%"
"2012年1月6日","127.71","128.20","128.22","127.29","148.05M","-0.26%"
"2012年1月5日","128.04","127.01","128.23","126.43","173.89M","0.27%"
"2012年1月4日","127.70","127.20","127.81","126.71","127.19M","0.16%"
"2012年1月3日","127.50","127.76","128.38","127.43","193.70M","1.59%"
"2011年12月30日","125.50","126.02","126.33","125.50","95.60M","-0.49%"
"2011年12月29日","126.12","125.24","126.25","124.86","123.51M","1.03%"
"2011年12月28日","124.83","126.51","126.53","124.73","119.11M","-1.31%"
"2011年12月27日","126.49","126.17","126.82","126.06","86.08M","0.08%"
"2011年12月23日","126.39","125.67","126.43","125.41","92.19M","0.89%"
"2011年12月22日","125.27","124.63","125.40","124.23","119.47M","0.89%"
"2011年12月21日","124.17","123.93","124.36","122.75","194.23M","0.19%"
"2011年12月20日","123.93","122.18","124.14","120.37","225.42M","3.03%"
"2011年12月19日","120.29","122.06","122.32","120.03","183.90M","-1.07%"
"2011年12月16日","121.59","122.23","122.95","121.30","220.48M","-0.49%"
"2011年12月15日","122.19","123.03","123.20","121.99","199.11M","0.37%"
"2011年12月14日","121.74","122.56","123.03","121.47","238.62M","-1.06%"
"2011年12月13日","123.05","124.86","125.57","122.45","245.16M","-0.93%"
"2011年12月12日","124.21","124.95","124.97","123.16","215.83M","-1.46%"
"2011年12月9日","126.05","124.51","126.37","124.40","209.11M","1.69%"
"2011年12月8日","123.95","125.90","126.18","123.65","240.86M","-2.19%"
"2011年12月7日","126.73","125.84","127.26","124.97","237.80M","0.37%"
"2011年12月6日","126.26","126.21","127.11","125.76","178.84M","0.03%"
"2011年12月5日","126.22","126.84","127.18","125.44","225.26M","1.09%"
"2011年12月2日","124.86","126.12","126.50","124.78","221.11M","-0.09%"
"2011年12月1日","124.97","124.85","125.64","124.43","176.95M","-0.02%"
"2011年11月30日","124.99","123.49","125.22","120.00","324.44M","4.11%"
"2011年11月29日","120.05","120.05","121.00","119.61","199.24M","0.28%"
"2011年11月28日","119.71","119.54","120.18","118.82","210.69M","2.90%"
"2011年11月25日","116.34","116.38","117.70","116.20","99.56M","-0.19%"
"2011年11月23日","116.56","118.07","119.19","116.56","224.53M","-2.21%"
"2011年11月22日","119.19","119.40","120.10","118.52","216.49M","-0.39%"
"2011年11月21日","119.66","120.20","120.35","118.65","229.61M","-1.90%"
"2011年11月18日","121.98","122.50","122.75","121.47","215.58M","-0.11%"
"2011年11月17日","122.11","123.85","124.16","121.23","331.22M","-1.59%"
"2011年11月16日","124.08","124.81","126.34","123.90","235.78M","-1.59%"
"2011年11月15日","126.08","125.17","126.75","124.72","184.71M","0.49%"
"2011年11月14日","125.46","126.19","127.45","124.92","159.26M","-0.95%"
"2011年11月11日","126.66","125.83","126.99","125.79","189.92M","1.88%"
"2011年11月10日","124.32","124.79","124.94","123.02","231.87M","0.94%"
"2011年11月9日","123.16","124.89","125.80","122.86","337.98M","-3.69%"
"2011年11月8日","127.88","126.92","128.02","125.71","224.43M","1.28%"
"2011年11月7日","126.26","125.39","126.39","124.20","196.62M","0.62%"
"2011年11月4日","125.48","125.23","125.70","124.01","249.40M","-0.61%"
"2011年11月3日","126.25","125.27","126.50","123.59","291.17M","1.82%"
"2011年11月2日","123.99","123.83","124.40","122.79","245.53M","1.63%"
"2011年11月1日","122.00","122.03","123.51","121.52","416.57M","-2.79%"
"2011年10月31日","125.50","127.16","128.62","125.32","228.15M","-2.41%"
"2011年10月28日","128.60","128.00","128.85","127.80","225.91M","-0.02%"
"2011年10月27日","128.63","127.63","129.42","124.32","343.80M","3.48%"
"2011年10月26日","124.30","124.35","124.77","122.21","289.05M","1.02%"
"2011年10月25日","123.05","124.89","124.95","122.78","268.60M","-1.94%"
"2011年10月24日","125.49","124.17","125.80","124.06","203.22M","1.23%"
"2011年10月21日","123.97","123.09","124.12","122.72","279.00M","1.90%"
"2011年10月20日","121.66","121.43","122.10","119.82","262.08M","0.44%"
"2011年10月19日","121.13","122.38","123.08","120.71","226.60M","-1.18%"
"2011年10月18日","122.58","120.14","123.50","119.20","318.86M","1.95%"
"2011年10月17日","120.23","121.99","122.55","119.93","202.31M","-1.91%"
"2011年10月14日","122.57","121.91","122.60","121.23","211.40M","1.71%"
"2011年10月13日","120.51","120.04","120.87","119.12","212.54M","-0.20%"
"2011年10月12日","120.75","120.60","122.14","120.33","281.54M","0.88%"
"2011年10月11日","119.70","118.87","120.04","118.75","209.09M","0.10%"
"2011年10月10日","119.58","117.68","119.63","117.67","230.67M","3.34%"
"2011年10月7日","115.71","117.17","117.25","115.06","312.66M","-0.67%"
"2011年10月6日","116.49","114.36","116.66","113.51","257.80M","1.81%"
"2011年10月5日","114.42","112.62","114.72","111.58","284.11M","1.85%"
"2011年10月4日","112.34","108.35","112.58","107.43","459.18M","2.19%"
"2011年10月3日","109.93","112.49","113.95","109.81","365.14M","-2.85%"
"2011年9月30日","113.15","114.45","115.45","113.07","288.69M","-2.50%"
"2011年9月29日","116.05","117.05","117.63","113.93","298.11M","0.79%"
"2011年9月28日","115.14","117.78","118.49","114.97","286.70M","-2.04%"
"2011年9月27日","117.54","118.53","119.56","116.84","311.75M","1.12%"
"2011年9月26日","116.24","114.61","116.40","112.98","260.67M","2.38%"
"2011年9月23日","113.54","112.11","114.16","112.02","307.24M","0.60%"
"2011年9月22日","112.86","113.25","114.21","111.30","513.92M","-3.23%"
"2011年9月21日","116.63","120.23","120.60","116.44","316.25M","-2.95%"
"2011年9月20日","120.17","120.82","121.99","120.01","218.93M","-0.12%"
"2011年9月19日","120.31","119.53","120.93","118.72","241.52M","-1.00%"
"2011年9月16日","121.52","121.29","121.97","120.32","284.53M","0.07%"
"2011年9月15日","121.43","120.65","121.47","119.40","326.78M","1.73%"
"2011年9月14日","119.37","118.34","120.80","116.72","319.39M","1.38%"
"2011年9月13日","117.74","117.05","118.18","116.22","272.51M","0.92%"
"2011年9月12日","116.67","114.47","116.76","114.05","305.79M","0.65%"
"2011年9月9日","115.92","117.68","119.06","115.28","380.20M","-2.62%"
"2011年9月8日","119.04","119.57","120.94","118.77","250.57M","-1.04%"
"2011年9月7日","120.29","118.76","120.34","118.36","209.80M","2.82%"
"2011年9月6日","116.99","114.39","117.16","114.38","285.14M","-0.73%"
"2011年9月2日","117.85","118.42","120.87","117.43","255.52M","-2.55%"
"2011年9月1日","120.94","122.29","123.40","120.78","254.59M","-1.05%"
"2011年8月31日","122.22","122.46","123.51","121.30","301.83M","0.44%"
"2011年8月30日","121.68","120.83","122.43","119.26","241.32M","0.26%"
"2011年8月29日","121.36","119.56","121.43","118.06","190.98M","2.87%"
"2011年8月26日","117.97","115.69","118.51","113.85","314.50M","1.45%"
"2011年8月25日","116.28","118.73","119.40","115.87","312.37M","-1.52%"
"2011年8月24日","118.08","116.19","118.24","115.92","246.87M","1.41%"
"2011年8月23日","116.44","113.15","116.57","112.58","331.14M","3.29%"
"2011年8月22日","112.73","115.17","115.23","112.41","275.09M","0.08%"
"2011年8月19日","112.64","112.96","115.88","112.50","428.28M","-1.63%"
"2011年8月18日","114.51","116.50","119.71","113.39","512.96M","-4.31%"
"2011年8月17日","119.67","120.25","121.20","118.72","238.20M","0.07%"
"2011年8月16日","119.59","119.47","120.69","118.31","294.10M","-0.85%"
"2011年8月15日","120.62","119.19","120.74","119.00","258.81M","2.12%"
"2011年8月12日","118.12","118.40","119.22","117.28","313.73M","0.67%"
"2011年8月11日","117.33","113.26","118.92","112.32","487.98M","4.49%"
"2011年8月10日","112.29","115.26","116.28","111.95","662.61M","-4.42%"
"2011年8月9日","117.48","114.07","117.64","110.27","717.83M","4.65%"
"2011年8月8日","112.26","116.91","120.12","112.02","702.26M","-6.51%"
"2011年8月5日","120.08","121.76","122.07","116.86","655.56M","-0.15%"
"2011年8月4日","120.26","124.42","124.62","120.06","520.72M","-4.68%"
"2011年8月3日","126.17","125.66","126.31","123.53","371.03M","0.54%"
"2011年8月2日","125.49","127.81","128.50","125.49","346.65M","-2.55%"
"2011年8月1日","128.78","130.84","130.96","127.53","325.79M","-0.43%"
"2011年7月29日","129.33","128.91","130.55","127.97","307.04M","-0.68%"
"2011年7月28日","130.22","130.60","131.77","130.01","207.94M","-0.29%"
"2011年7月27日","130.60","132.59","132.63","130.43","249.02M","-2.05%"
"2011年7月26日","133.33","133.74","133.96","133.03","131.28M","-0.37%"
"2011年7月25日","133.83","133.30","134.49","133.16","136.65M","-0.56%"
"2011年7月22日","134.58","134.52","134.72","133.76","126.02M","0.07%"
"2011年7月21日","134.49","133.40","134.82","132.67","245.27M","1.39%"
"2011年7月20日","132.65","133.07","133.15","132.42","137.15M","-0.06%"
"2011年7月19日","132.73","131.34","132.89","131.31","166.55M","1.62%"
"2011年7月18日","130.61","131.08","131.28","129.63","196.87M","-0.82%"
"2011年7月15日","131.69","131.66","131.87","130.77","220.12M","0.58%"
"2011年7月14日","130.93","132.17","132.78","130.68","226.11M","-0.69%"
"2011年7月13日","131.84","132.09","133.22","131.52","204.06M","0.33%"
"2011年7月12日","131.40","131.69","132.78","131.36","214.68M","-0.43%"
"2011年7月11日","131.97","132.75","133.18","131.66","195.92M","-1.81%"
"2011年7月8日","134.40","133.83","135.36","133.39","194.17M","-0.71%"
"2011年7月7日","135.36","135.16","135.70","134.88","170.46M","1.04%"
"2011年7月6日","133.97","133.49","134.14","133.11","143.33M","0.12%"
"2011年7月5日","133.81","133.78","134.08","133.39","165.94M","-0.08%"
"2011年7月1日","133.92","132.09","134.10","131.78","202.39M","1.48%"
"2011年6月30日","131.97","131.14","132.18","130.71","223.50M","0.96%"
"2011年6月29日","130.72","130.20","130.93","129.63","244.30M","0.86%"
"2011年6月28日","129.61","128.45","129.63","128.27","165.56M","1.31%"
"2011年6月27日","127.94","126.89","128.43","126.64","168.91M","0.89%"
"2011年6月24日","126.81","128.27","128.37","126.62","226.13M","-1.16%"
"2011年6月23日","128.30","127.16","128.64","126.19","334.29M","-0.29%"
"2011年6月22日","128.67","129.05","129.81","128.59","176.89M","-0.60%"
"2011年6月21日","129.45","128.36","129.70","127.75","193.16M","1.37%"
"2011年6月20日","127.70","126.62","127.97","126.58","159.48M","0.51%"
"2011年6月17日","127.05","127.93","127.94","126.62","235.00M","-0.20%"
"2011年6月16日","127.30","127.06","127.97","126.32","308.04M","0.22%"
"2011年6月15日","127.02","128.24","129.30","126.68","300.96M","-1.78%"
"2011年6月14日","129.32","128.87","129.77","128.82","160.57M","1.27%"
"2011年6月13日","127.70","127.89","128.24","127.05","207.60M","0.08%"
"2011年6月10日","127.60","128.85","128.93","127.26","238.63M","-1.39%"
"2011年6月9日","129.40","128.77","129.93","128.46","160.96M","0.76%"
"2011年6月8日","128.42","128.76","129.19","128.18","198.70M","-0.42%"
"2011年6月7日","128.96","129.70","130.07","128.85","161.81M","-0.06%"
"2011年6月6日","129.04","130.09","130.36","128.87","179.95M","-1.06%"
"2011年6月3日","130.42","130.15","131.42","130.08","234.69M","-0.99%"
"2011年6月2日","131.73","131.96","132.24","130.96","200.47M","-0.11%"
"2011年6月1日","131.87","134.51","134.92","131.76","233.09M","-2.25%"
"2011年5月31日","134.90","134.77","134.92","133.84","164.73M","1.04%"
"2011年5月27日","133.51","133.37","133.87","132.96","120.92M","0.38%"
"2011年5月26日","133.00","132.03","133.24","131.78","164.98M","0.46%"
"2011年5月25日","132.39","131.42","132.94","131.38","151.10M","0.33%"
"2011年5月24日","131.95","132.44","132.73","131.70","147.20M","-0.08%"
"2011年5月23日","132.06","131.98","133.65","131.59","168.80M","-1.16%"
"2011年5月20日","133.61","134.33","134.68","133.36","182.64M","-0.79%"
"2011年5月19日","134.68","134.80","135.03","133.94","119.58M","0.24%"
"2011年5月18日","134.36","133.24","134.50","132.95","135.23M","0.89%"
"2011年5月17日","133.17","132.69","133.35","132.12","192.85M","-0.02%"
"2011年5月16日","133.19","133.56","134.61","132.97","141.77M","-0.63%"
"2011年5月13日","134.04","135.15","135.34","133.56","157.50M","-0.77%"
"2011年5月12日","135.08","134.08","135.36","133.39","171.65M","0.48%"
"2011年5月11日","134.44","135.67","135.69","133.82","193.75M","-1.05%"
"2011年5月10日","135.87","135.17","136.11","135.00","114.89M","0.85%"
"2011年5月9日","134.72","134.19","135.11","133.98","114.13M","0.39%"
"2011年5月6日","134.20","134.94","135.63","133.68","222.95M","0.44%"
"2011年5月5日","133.61","134.08","134.95","133.02","227.07M","-0.90%"
"2011年5月4日","134.83","135.67","135.73","134.23","182.82M","-0.66%"
"2011年5月3日","135.73","135.96","136.19","135.04","138.45M","-0.36%"
"2011年5月2日","136.22","137.07","137.18","135.95","126.31M","-0.15%"
"2011年4月29日","136.43","136.16","136.57","135.98","115.09M","0.24%"
"2011年4月28日","136.11","135.43","136.29","135.41","124.87M","0.32%"
"2011年4月27日","135.67","135.05","135.87","134.50","143.10M","0.65%"
"2011年4月26日","134.79","134.05","135.06","133.91","146.66M","0.86%"
"2011年4月25日","133.64","133.68","133.86","133.20","65.76M","-0.10%"
"2011年4月21日","133.78","133.79","133.84","133.10","136.21M","0.51%"
"2011年4月20日","133.10","132.88","133.39","132.79","156.47M","1.36%"
"2011年4月19日","131.31","130.76","131.35","130.44","124.32M","0.57%"
"2011年4月18日","130.56","130.59","132.03","129.51","210.91M","-1.12%"
"2011年4月15日","132.04","131.80","132.37","131.41","170.15M","0.36%"
"2011年4月14日","131.56","130.70","131.76","130.27","161.27M","0.08%"
"2011年4月13日","131.46","132.08","132.18","130.96","162.17M","-0.01%"
"2011年4月12日","131.47","131.72","131.98","130.99","161.48M","-0.75%"
"2011年4月11日","132.46","133.00","133.45","132.14","121.52M","-0.30%"
"2011年4月8日","132.86","133.91","133.99","132.31","148.01M","-0.35%"
"2011年4月7日","133.32","133.42","133.98","132.66","170.97M","-0.25%"
"2011年4月6日","133.66","133.88","134.00","133.12","120.45M","0.32%"
"2011年4月5日","133.24","133.00","133.83","132.94","121.08M","-0.02%"
"2011年4月4日","133.26","133.43","133.67","132.88","100.77M","0.08%"
"2011年4月1日","133.15","133.41","133.77","132.83","154.04M","0.42%"
"2011年3月31日","132.59","132.60","132.96","132.45","132.76M","-0.14%"
"2011年3月30日","132.77","132.55","133.16","132.36","135.90M","0.69%"
"2011年3月29日","131.86","130.87","131.90","130.44","129.84M","0.67%"
"2011年3月28日","130.98","131.58","131.92","130.94","109.84M","-0.24%"
"2011年3月25日","131.30","131.24","131.87","130.89","155.77M","0.31%"
"2011年3月24日","130.90","130.40","131.09","129.67","159.24M","0.96%"
"2011年3月23日","129.66","128.93","130.00","128.32","148.65M","0.29%"
"2011年3月22日","129.29","129.72","129.89","129.17","129.74M","-0.35%"
"2011年3月21日","129.74","129.35","130.01","129.20","154.07M","1.55%"
"2011年3月18日","127.76","128.84","128.88","127.51","230.65M","-0.07%"
"2011年3月17日","127.85","128.00","128.39","127.10","254.52M","1.33%"
"2011年3月16日","126.17","128.15","128.57","125.28","469.16M","-1.86%"
"2011年3月15日","128.56","126.59","129.33","126.50","359.79M","-1.15%"
"2011年3月14日","130.05","129.99","130.48","129.06","235.61M","-0.60%"
"2011年3月11日","130.84","129.52","131.31","129.49","225.76M","0.69%"
"2011年3月10日","129.94","131.00","131.18","129.81","301.67M","-1.85%"
"2011年3月9日","132.39","132.32","132.80","131.60","153.90M","-0.14%"
"2011年3月8日","132.58","131.64","133.00","131.07","174.71M","0.87%"
"2011年3月7日","131.43","132.86","133.16","130.74","216.89M","-0.79%"
"2011年3月4日","132.47","133.37","133.63","131.60","277.37M","-0.75%"
"2011年3月3日","133.47","132.40","133.62","132.39","176.49M","1.72%"
"2011年3月2日","131.21","130.75","131.82","130.35","200.28M","0.21%"
"2011年3月1日","130.93","133.57","133.69","130.89","258.58M","-1.67%"
"2011年2月28日","133.15","132.82","133.32","132.38","141.60M","0.62%"
"2011年2月25日","132.33","131.48","132.41","131.40","141.69M","1.07%"
"2011年2月24日","130.93","130.88","131.44","129.70","260.47M","-0.07%"
"2011年2月23日","131.02","131.75","132.07","130.21","227.61M","-0.61%"
"2011年2月22日","131.83","133.12","134.56","131.47","233.12M","-2.01%"
"2011年2月18日","134.53","134.37","134.69","134.06","130.00M","0.21%"
"2011年2月17日","134.25","133.46","134.43","133.34","109.81M","0.30%"
"2011年2月16日","133.85","133.46","134.01","133.19","130.18M","0.63%"
"2011年2月15日","133.01","133.02","133.22","132.32","119.58M","-0.31%"
"2011年2月14日","133.43","133.03","133.54","132.88","101.69M","0.24%"
"2011年2月11日","133.11","131.80","133.28","131.77","137.72M","0.60%"
"2011年2月10日","132.32","131.60","132.47","131.30","162.71M","0.04%"
"2011年2月9日","132.27","132.21","132.63","131.61","146.44M","-0.23%"
"2011年2月8日","132.57","132.09","132.64","131.73","99.07M","0.45%"
"2011年2月7日","131.97","131.44","132.40","131.43","112.44M","0.63%"
"2011年2月4日","131.15","130.83","131.20","130.23","134.63M","0.28%"
"2011年2月3日","130.78","130.26","130.98","129.57","145.89M","0.22%"
"2011年2月2日","130.49","130.40","130.84","130.33","118.32M","-0.19%"
"2011年2月1日","130.74","129.46","130.97","129.38","167.19M","1.60%"
"2011年1月31日","128.68","128.07","128.78","127.75","149.25M","0.75%"
"2011年1月28日","127.72","130.14","130.35","127.51","295.64M","-1.75%"
"2011年1月27日","129.99","129.70","130.21","129.47","123.30M","0.25%"
"2011年1月26日","129.67","129.49","130.05","129.23","141.28M","0.39%"
"2011年1月25日","129.17","128.76","129.28","128.11","167.55M","0.05%"
"2011年1月24日","129.10","128.28","129.25","128.26","113.72M","0.57%"
"2011年1月21日","128.37","128.88","129.17","128.23","151.46M","0.23%"
"2011年1月20日","128.08","127.96","128.40","127.13","175.75M","-0.13%"
"2011年1月19日","128.25","129.41","129.54","127.91","151.96M","-0.98%"
"2011年1月18日","129.52","129.18","129.64","129.03","114.40M","0.17%"
"2011年1月14日","129.30","128.19","129.33","128.10","117.68M","0.72%"
"2011年1月13日","128.37","128.63","128.69","128.05","129.23M","-0.16%"
"2011年1月12日","128.58","128.21","128.72","127.46","107.93M","0.90%"
"2011年1月11日","127.43","127.44","127.74","126.95","110.29M","0.35%"
"2011年1月10日","126.98","126.58","127.16","126.20","122.40M","-0.13%"
"2011年1月7日","127.14","127.56","127.77","126.15","156.03M","-0.20%"
"2011年1月6日","127.39","127.69","127.83","127.01","122.52M","-0.20%"
"2011年1月5日","127.64","126.58","127.72","126.46","133.98M","0.52%"
"2011年1月4日","126.98","127.33","127.37","126.19","137.41M","-0.06%"
"2011年1月3日","127.05","126.71","127.60","125.70","138.73M","1.03%"
"2010年12月31日","125.75","125.53","125.87","125.33","91.27M","0.02%"
"2010年12月30日","125.72","125.80","126.13","125.53","76.62M","-0.16%"
"2010年12月29日","125.92","125.98","126.20","125.90","58.03M","0.07%"
"2010年12月28日","125.83","125.90","125.95","125.50","55.31M","0.14%"
"2010年12月27日","125.65","125.13","125.77","125.04","58.13M","0.04%"
"2010年12月23日","125.60","125.64","125.78","125.29","70.08M","-0.14%"
"2010年12月22日","125.78","125.48","125.82","125.41","78.88M","0.31%"
"2010年12月21日","125.39","124.99","125.47","124.87","94.97M","0.63%"
"2010年12月20日","124.60","124.64","124.90","123.98","119.09M","0.24%"
"2010年12月17日","124.30","124.08","124.46","123.82","141.08M","-0.42%"
"2010年12月16日","124.82","124.18","124.91","123.75","185.04M","0.58%"
"2010年12月15日","124.10","124.44","124.93","123.89","160.82M","-0.46%"
"2010年12月14日","124.67","124.75","125.23","124.29","147.25M","0.09%"
"2010年12月13日","124.56","125.05","125.20","124.52","133.81M","0.06%"
"2010年12月10日","124.48","124.14","124.60","123.73","117.57M","0.58%"
"2010年12月9日","123.76","123.97","124.02","123.15","123.71M","0.39%"
"2010年12月8日","123.28","122.98","123.38","122.41","138.02M","0.37%"
"2010年12月7日","122.83","123.94","124.01","122.76","206.58M","0.06%"
"2010年12月6日","122.76","122.63","123.04","122.50","103.05M","-0.11%"
"2010年12月3日","122.89","122.14","123.03","122.11","151.29M","0.27%"
"2010年12月2日","122.56","121.20","122.65","121.13","191.21M","1.28%"
"2010年12月1日","121.01","120.20","121.24","120.19","221.04M","2.13%"
"2010年11月30日","118.49","117.98","119.17","117.81","233.93M","-0.56%"
"2010年11月29日","119.16","118.50","119.48","117.74","223.64M","-0.11%"
"2010年11月26日","119.29","119.16","119.81","119.03","76.01M","-0.76%"
"2010年11月24日","120.20","119.20","120.23","119.18","140.16M","1.48%"
"2010年11月23日","118.45","118.77","119.02","117.99","222.31M","-1.45%"
"2010年11月22日","120.19","119.69","120.24","118.77","181.59M","-0.08%"
"2010年11月19日","120.29","119.90","120.34","119.25","156.85M","0.28%"
"2010年11月18日","119.96","119.36","120.39","119.35","197.72M","1.47%"
"2010年11月17日","118.22","118.21","118.71","117.86","172.31M","0.05%"
"2010年11月16日","118.16","119.29","119.49","117.59","300.33M","-1.56%"
"2010年11月15日","120.03","120.58","121.05","119.98","163.94M","-0.14%"
"2010年11月12日","120.20","120.82","121.35","119.65","239.07M","-1.18%"
"2010年11月11日","121.64","121.05","121.82","120.68","158.02M","-0.38%"
"2010年11月10日","122.10","121.58","122.16","120.66","221.39M","0.40%"
